date,open,high,low,close,adjusted_close,volume
2022-10-10,99.85,99.99,97.87,98.71,98.5978,16529900
2022-10-11,98.25,100.12,97.25,98.05,97.9385,21617730
2022-10-12,98.27,99.6476,97.67,98.3,98.1883,17343430
2022-10-13,95.93,100.53,95.27,99.71,99.5967,32812219
2022-10-14,100.625,101.29,97.03,97.18,97.0695,22624830
2022-10-17,99.52,101.77,99.51,100.78,100.6654,23311600
2022-10-18,103.94,104.22,100.65,101.39,101.2748,21610539
2022-10-19,100.7,101.6592,99.635,100.29,100.176,21573689
2022-10-20,100.82,103.0,99.97,100.53,100.4157,25125080
2022-10-21,98.46,101.62,98.23,101.48,101.3646,28988730
2022-10-24,102.09,103.1,100.3,102.97,102.853,24680830
2022-10-25,103.3,105.0999,103.02,104.93,104.8107,29910170
2022-10-26,96.76,98.54,94.57,94.82,94.7122,71671805
2022-10-27,94.31,95.17,91.9,92.6,92.4947,54036488
2022-10-28,92.53,96.86,92.3225,96.58,96.4702,35696930
2022-10-31,95.78,96.35,94.38,94.66,94.5524,29868711
2022-11-01,95.59,96.165,90.43,90.5,90.3971,43220602
2022-11-02,90.91,91.3,87.01,87.07,86.971,43553551
2022-11-03,86.345,86.55,83.45,83.49,83.3951,48510359
2022-11-04,85.51,86.73,83.88,86.7,86.6014,40173281
2022-11-07,87.34,88.94,86.96,88.65,88.5492,26899881
2022-11-08,89.16,90.405,87.65,88.91,88.8089,30172000
2022-11-09,88.545,89.49,87.3599,87.4,87.3007,26743881
2022-11-10,92.34,94.55,91.65,94.17,94.063,42371219
2022-11-11,94.71,97.36,94.16,96.73,96.62,30569109
2022-11-14,95.5,97.18,95.1125,96.03,95.9208,24170080
2022-11-15,98.67,100.42,97.02,98.72,98.6078,31830971
2022-11-16,98.02,99.85,97.9015,98.99,98.8775,24660199
2022-11-17,97.18,99.48,97.1,98.5,98.388,21818730
2022-11-18,99.01,99.16,96.74,97.8,97.6888,24969881
2022-11-21,97.56,98.72,95.67,95.83,95.7211,18696869
2022-11-22,96.16,97.5475,94.41,97.33,97.2194,18868850
2022-11-23,97.34,99.0685,97.34,98.82,98.7077,17568859
2022-11-25,98.465,98.94,97.53,97.6,97.4891,8567819
2022-11-28,97.2,97.83,95.89,96.25,96.1406,19981971
2022-11-29,96.0,96.3901,94.39,95.44,95.3315,20220010
2022-11-30,95.12,101.45,94.67,101.45,101.3347,39888070
2022-12-01,101.4,102.59,100.67,101.28,101.1649,21771539
2022-12-02,99.37,101.15,99.17,100.83,100.7154,18821529
2022-12-05,99.815,101.7499,99.355,99.87,99.7565,19955551
2022-12-06,99.67,100.21,96.7604,97.31,97.1994,20877619
2022-12-07,96.77,97.31,95.025,95.15,95.0418,26647881
2022-12-08,95.69,95.87,93.8,93.95,93.8432,25593230
2022-12-09,93.9,94.49,93.02,93.07,92.9642,21885311
2022-12-12,93.09,93.8745,91.9,93.56,93.4537,27380949
2022-12-13,98.07,99.8,95.38,95.85,95.741,34788520
2022-12-14,95.54,97.22,93.94,95.31,95.2017,26452939
2022-12-15,93.54,94.03,90.43,91.2,91.0963,28298760
2022-12-16,91.2,91.75,90.01,90.86,90.7567,48485512
2022-12-19,90.88,91.2,88.925,89.15,89.0487,23020539
2022-12-20,88.73,89.78,88.04,89.63,89.5281,21976850
2022-12-21,89.73,90.915,88.91,90.25,90.1474,20336391
2022-12-22,88.93,89.18,86.9401,88.26,88.1597,23656070
2022-12-23,87.62,90.1,87.62,89.81,89.7079,17815010
2022-12-27,89.31,89.5,87.535,87.93,87.8301,15470870
2022-12-28,87.5,88.52,86.3701,86.46,86.3617,17879570
2022-12-29,87.03,89.365,86.99,88.95,88.8489,18280660
2022-12-30,87.365,88.83,87.03,88.73,88.6291,19190301
2023-01-03,89.83,91.55,89.02,89.7,89.598,20738461
2023-01-04,91.01,91.24,87.8,88.71,88.6092,27046480
2023-01-05,88.07,88.21,86.56,86.77,86.6714,23136080
2023-01-06,87.36,88.47,85.57,88.16,88.0598,26612631
2023-01-09,89.195,90.83,88.58,88.8,88.6991,22996680
2023-01-10,86.72,89.475,86.7,89.24,89.1386,22855590
2023-01-11,90.06,92.45,89.74,92.26,92.1551,25998840
2023-01-12,92.4,92.62,90.57,91.91,91.8055,22754221
2023-01-13,91.528,92.98,90.93,92.8,92.6945,18630711
2023-01-17,92.78,92.97,90.84,92.16,92.0552,22935820
2023-01-18,92.94,93.588,91.4,91.78,91.6757,19641619
2023-01-19,91.39,94.4,91.38,93.91,93.8033,28707650
2023-01-20,95.95,99.42,95.91,99.28,99.1671,53704762
2023-01-23,99.13,101.4,98.75,101.21,101.095,31791779
2023-01-24,99.55,101.09,98.7,99.21,99.0972,27391369
2023-01-25,97.2,97.72,95.262,96.73,96.62,31000850
2023-01-26,98.28,99.21,96.82,99.16,99.0473,24542061
2023-01-27,99.05,101.58,98.97,100.71,100.5955,29020350
2023-01-30,98.745,99.4088,97.52,97.95,97.8387,24365141
2023-01-31,97.86,99.91,97.79,99.87,99.7565,22306779
2023-02-01,99.74,102.1899,98.42,101.43,101.3147,26392570
2023-02-02,106.79,108.82,106.54,108.8,108.6763,46622633
2023-02-03,103.51,108.02,103.3,105.22,105.1004,36823422
2023-02-06,102.685,104.7,102.21,103.47,103.3524,25573051
2023-02-07,103.63,108.67,103.5475,108.04,107.9172,33738832
2023-02-08,102.69,103.58,98.455,100.0,99.8863,73546031
2023-02-09,100.54,100.61,93.86,95.46,95.3515,97798570
2023-02-10,95.74,97.02,94.53,94.86,94.7522,49325281
2023-02-13,95.01,95.35,94.05,95.0,94.892,43116559
2023-02-14,94.66,95.175,92.65,94.95,94.8421,42513078
2023-02-15,94.74,97.34,94.36,97.1,96.9896,37029887
2023-02-16,95.54,97.88,94.97,95.78,95.6711,35642113
2023-02-17,95.07,95.75,93.45,94.59,94.4825,31095070
2023-02-21,93.24,93.4149,92.0,92.05,91.9454,28367199
2023-02-22,91.934,92.36,90.87,91.8,91.6957,29891141
2023-02-23,92.13,92.13,90.01,91.07,90.9665,32423721
2023-02-24,89.63,90.13,88.86,89.35,89.2484,31295619
2023-02-27,90.09,90.4499,89.61,90.1,89.9976,22724260
2023-02-28,89.54,91.45,89.52,90.3,90.1974,30546910
2023-03-01,90.16,91.2,89.85,90.51,90.4071,26323881
2023-03-02,89.86,92.48,89.77,92.31,92.2051,23344561
2023-03-03,92.74,94.11,92.66,94.02,93.9131,30242539
2023-03-06,94.36,96.3,94.3,95.58,95.4714,28288211
2023-03-07,95.42,96.09,93.8443,94.17,94.063,24101539
2023-03-08,94.405,96.24,94.405,94.65,94.5424,25395199
2023-03-09,94.49,95.92,92.355,92.66,92.5547,24438891
2023-03-10,92.5,93.18,90.8,91.01,90.9066,32850090
2023-03-13,90.565,93.08,89.94,91.66,91.5558,31508570
2023-03-14,93.07,94.83,92.78,94.25,94.1429,32303881
2023-03-15,93.54,97.25,93.04,96.55,96.4403,38367328
2023-03-16,96.57,101.97,95.87,101.07,100.9551,54588199
2023-03-17,100.84,103.49,100.75,102.46,102.3435,76140312
2023-03-20,101.06,102.58,100.79,101.93,101.8141,26033920
2023-03-21,101.98,105.96,101.86,105.84,105.7197,33122801
2023-03-22,105.14,107.51,104.21,104.22,104.1015,32336881
2023-03-23,105.89,107.1009,105.41,106.26,106.1392,31385820
